Śląskiej,zorganizował,wyjazd,nad,morze,.,-,Bilans,tej,wycieczki,na,dziś,jest,taki,",",że,20,mieszkańców,Rudy,Śląskiej,jest,zakażonych,koronawirusem,-,informuje,wiceprezydent,Rudy,Śląskiej,.,Wszyscy,urlopowicze,trafili,do
dobry,",",będzie,przeprowadzona,konsultacja,lekarska,.,Liczba,potwierdzonych,zakażeń,SARS_CoV_2,w,województwie,pomorskim,wynosi,obecnie,1313,.,W,Gdańsku,liczba,osób,z,potwierdzonym,zakażeniem,covid,-,19,(,od,początku,epidemii,)
w,województwie,pomorskim,wynosi,obecnie,1313,.,W,Gdańsku,liczba,osób,z,potwierdzonym,zakażeniem,covid,-,19,(,od,początku,epidemii,),wynosi,428,",",na,Pomorzu,-,1313,(,w,tym,40
W,Gdańsku,liczba,osób,z,potwierdzonym,zakażeniem,covid,-,19,(,od,początku,epidemii,),wynosi,428,",",na,Pomorzu,-,1313,(,w,tym,40,zgonów,),.,Z,podziałem,na,miasta
potwierdzonym,zakażeniem,covid,-,19,(,od,początku,epidemii,),wynosi,428,",",na,Pomorzu,-,1313,(,w,tym,40,zgonów,),.,Z,podziałem,na,miasta,i,powiaty,:,Gdańsk,-
19,(,od,początku,epidemii,),wynosi,428,",",na,Pomorzu,-,1313,(,w,tym,40,zgonów,),.,Z,podziałem,na,miasta,i,powiaty,:,Gdańsk,-,428,powiat,gdański,-
(,w,tym,40,zgonów,),.,Z,podziałem,na,miasta,i,powiaty,:,Gdańsk,-,428,powiat,gdański,-,49,Gdynia,-,113,Sopot,-,20,Słupsk,-,42,powiat,bytowski,-
zgonów,),.,Z,podziałem,na,miasta,i,powiaty,:,Gdańsk,-,428,powiat,gdański,-,49,Gdynia,-,113,Sopot,-,20,Słupsk,-,42,powiat,bytowski,-,19,powiat,chojnicki,-
Z,podziałem,na,miasta,i,powiaty,:,Gdańsk,-,428,powiat,gdański,-,49,Gdynia,-,113,Sopot,-,20,Słupsk,-,42,powiat,bytowski,-,19,powiat,chojnicki,-,7,powiat,człuchowski
miasta,i,powiaty,:,Gdańsk,-,428,powiat,gdański,-,49,Gdynia,-,113,Sopot,-,20,Słupsk,-,42,powiat,bytowski,-,19,powiat,chojnicki,-,7,powiat,człuchowski,-,3,powiat
:,Gdańsk,-,428,powiat,gdański,-,49,Gdynia,-,113,Sopot,-,20,Słupsk,-,42,powiat,bytowski,-,19,powiat,chojnicki,-,7,powiat,człuchowski,-,3,powiat,kartuski,-,82
powiat,gdański,-,49,Gdynia,-,113,Sopot,-,20,Słupsk,-,42,powiat,bytowski,-,19,powiat,chojnicki,-,7,powiat,człuchowski,-,3,powiat,kartuski,-,82,powiat,kościerski,-,15
Gdynia,-,113,Sopot,-,20,Słupsk,-,42,powiat,bytowski,-,19,powiat,chojnicki,-,7,powiat,człuchowski,-,3,powiat,kartuski,-,82,powiat,kościerski,-,15,powiat,kwidzyński,-,10
-,20,Słupsk,-,42,powiat,bytowski,-,19,powiat,chojnicki,-,7,powiat,człuchowski,-,3,powiat,kartuski,-,82,powiat,kościerski,-,15,powiat,kwidzyński,-,10,powiat,lęborski,-,17
42,powiat,bytowski,-,19,powiat,chojnicki,-,7,powiat,człuchowski,-,3,powiat,kartuski,-,82,powiat,kościerski,-,15,powiat,kwidzyński,-,10,powiat,lęborski,-,17,powiat,malborski,-,72
19,powiat,chojnicki,-,7,powiat,człuchowski,-,3,powiat,kartuski,-,82,powiat,kościerski,-,15,powiat,kwidzyński,-,10,powiat,lęborski,-,17,powiat,malborski,-,72,powiat,nowodworski,-,7
7,powiat,człuchowski,-,3,powiat,kartuski,-,82,powiat,kościerski,-,15,powiat,kwidzyński,-,10,powiat,lęborski,-,17,powiat,malborski,-,72,powiat,nowodworski,-,7,powiat,tczewski,-,44
3,powiat,kartuski,-,82,powiat,kościerski,-,15,powiat,kwidzyński,-,10,powiat,lęborski,-,17,powiat,malborski,-,72,powiat,nowodworski,-,7,powiat,tczewski,-,44,powiat,pucki,-,90
82,powiat,kościerski,-,15,powiat,kwidzyński,-,10,powiat,lęborski,-,17,powiat,malborski,-,72,powiat,nowodworski,-,7,powiat,tczewski,-,44,powiat,pucki,-,90,powiat,słupski,-,48
15,powiat,kwidzyński,-,10,powiat,lęborski,-,17,powiat,malborski,-,72,powiat,nowodworski,-,7,powiat,tczewski,-,44,powiat,pucki,-,90,powiat,słupski,-,48,powiat,starogardzki,-,30
10,powiat,lęborski,-,17,powiat,malborski,-,72,powiat,nowodworski,-,7,powiat,tczewski,-,44,powiat,pucki,-,90,powiat,słupski,-,48,powiat,starogardzki,-,30,powiat,sztumski,-,21
17,powiat,malborski,-,72,powiat,nowodworski,-,7,powiat,tczewski,-,44,powiat,pucki,-,90,powiat,słupski,-,48,powiat,starogardzki,-,30,powiat,sztumski,-,21,powiat,wejherowski,-,198
72,powiat,nowodworski,-,7,powiat,tczewski,-,44,powiat,pucki,-,90,powiat,słupski,-,48,powiat,starogardzki,-,30,powiat,sztumski,-,21,powiat,wejherowski,-,198,Ogniska,zakażenia,wirusem,Sars
7,powiat,tczewski,-,44,powiat,pucki,-,90,powiat,słupski,-,48,powiat,starogardzki,-,30,powiat,sztumski,-,21,powiat,wejherowski,-,198,Ogniska,zakażenia,wirusem,Sars,-,CoV,-,2
44,powiat,pucki,-,90,powiat,słupski,-,48,powiat,starogardzki,-,30,powiat,sztumski,-,21,powiat,wejherowski,-,198,Ogniska,zakażenia,wirusem,Sars,-,CoV,-,2,w,województwie,pomorskim,ognisko
90,powiat,słupski,-,48,powiat,starogardzki,-,30,powiat,sztumski,-,21,powiat,wejherowski,-,198,Ogniska,zakażenia,wirusem,Sars,-,CoV,-,2,w,województwie,pomorskim,ognisko,rodzinne,w,województwie,zachodniopomorskim
województwie,pomorskim,ognisko,rodzinne,w,województwie,zachodniopomorskim,/,pomorskim,",",związane,z,zakładem,pracy,–,ogółem,41,przypadków,zakażenia,(,w,tym,31,pracowników,),",",powiat,słupski,",",miasto,Słupsk,",",powiat
zachodniopomorskim,/,pomorskim,",",związane,z,zakładem,pracy,–,ogółem,41,przypadków,zakażenia,(,w,tym,31,pracowników,),",",powiat,słupski,",",miasto,Słupsk,",",powiat,sławieński,",",ognisko,związane,z,udziałem
Słupsk,",",powiat,sławieński,",",ognisko,związane,z,udziałem,w,rejsie,Big,Boat,Party,–,ogółem,36,przypadków,zakażenia,w,Polsce,",",w,województwie,pomorskim,–,ogółem,19,przypadków,",",8,miasto,Gdańsk
Big,Boat,Party,–,ogółem,36,przypadków,zakażenia,w,Polsce,",",w,województwie,pomorskim,–,ogółem,19,przypadków,",",8,miasto,Gdańsk,",",10,miasto,Gdynia,",",1,miasto,Sopot,(,potwierdzone,są
–,ogółem,36,przypadków,zakażenia,w,Polsce,",",w,województwie,pomorskim,–,ogółem,19,przypadków,",",8,miasto,Gdańsk,",",10,miasto,Gdynia,",",1,miasto,Sopot,(,potwierdzone,są,również,przypadki,z
zakażenia,w,Polsce,",",w,województwie,pomorskim,–,ogółem,19,przypadków,",",8,miasto,Gdańsk,",",10,miasto,Gdynia,",",1,miasto,Sopot,(,potwierdzone,są,również,przypadki,z,województw,zachodniopomorskiego,",",kujawsko
w,województwie,pomorskim,–,ogółem,19,przypadków,",",8,miasto,Gdańsk,",",10,miasto,Gdynia,",",1,miasto,Sopot,(,potwierdzone,są,również,przypadki,z,województw,zachodniopomorskiego,",",kujawsko,-,pomorskiego,",",warmińsko
zachodniopomorskiego,",",kujawsko,-,pomorskiego,",",warmińsko,-,mazurskiego,",",łódzkiego,",",dolnośląskiego,oraz,mazowieckiego,–,pięć,nowych,przypadków,zakażenia,w,województwie,mazowieckim,),",",ognisko,związane,z,klubem,sportowym,-,ogółem,25
pięć,nowych,przypadków,zakażenia,w,województwie,mazowieckim,),",",ognisko,związane,z,klubem,sportowym,-,ogółem,25,przypadków,zakażenia,",",w,tym,16,osób,z,klubu,",",miasto,Sopot,",",miasto,Gdańsk,","
mazowieckim,),",",ognisko,związane,z,klubem,sportowym,-,ogółem,25,przypadków,zakażenia,",",w,tym,16,osób,z,klubu,",",miasto,Sopot,",",miasto,Gdańsk,",",powiat,wejherowski,",",ognisko,związane,z
",",miasto,Sopot,",",miasto,Gdańsk,",",powiat,wejherowski,",",ognisko,związane,z,WOPR,–,ogółem,15,przypadków,zakażenia,",",powiat,pucki,",",ognisko,związane,z,młodzieżowymi,spotkaniami,towarzyskimi,–,ogółem,12,przypadków
ogółem,15,przypadków,zakażenia,",",powiat,pucki,",",ognisko,związane,z,młodzieżowymi,spotkaniami,towarzyskimi,–,ogółem,12,przypadków,zakażenia,",",miasto,Gdańsk,",",powiat,kartuski,",",3,przypadki,zakażenia,personelu,medycznego,nie,powiązane
z,młodzieżowymi,spotkaniami,towarzyskimi,–,ogółem,12,przypadków,zakażenia,",",miasto,Gdańsk,",",powiat,kartuski,",",3,przypadki,zakażenia,personelu,medycznego,nie,powiązane,ze,sobą,w,7,Szpitalu,Marynarki,Wojennej,(,dochodzenie,prowadzone
WOMP,w,Gdyni,i,PPIS,w,Gdańsku,),",",ognisko,związane,z,ośrodkiem,sportowym,–,ogółem,5,przypadków,zakażenia,w,Polsce,(,1,w,województwie,pomorskim,),",",powiat,pucki,",",ognisko,związane
Gdańsku,),",",ognisko,związane,z,ośrodkiem,sportowym,–,ogółem,5,przypadków,zakażenia,w,Polsce,(,1,w,województwie,pomorskim,),",",powiat,pucki,",",ognisko,związane,z,apteką,–,ogółem,7,przypadków
(,1,w,województwie,pomorskim,),",",powiat,pucki,",",ognisko,związane,z,apteką,–,ogółem,7,przypadków,zakażenia,",",miasto,Gdańsk,",",ognisko,rodzinne,związane,ze,Szpitalem,w,Wejherowie,–,ogółem,28
7,przypadków,zakażenia,",",miasto,Gdańsk,",",ognisko,rodzinne,związane,ze,Szpitalem,w,Wejherowie,–,ogółem,28,przypadków,zakażenia,",",w,tym,6,pracowników,medycznych,",",powiat,wejherowski,",",powiat,pucki,",",miasto
",",ognisko,rodzinne,związane,ze,Szpitalem,w,Wejherowie,–,ogółem,28,przypadków,zakażenia,",",w,tym,6,pracowników,medycznych,",",powiat,wejherowski,",",powiat,pucki,",",miasto,Gdynia,",",ognisko,rodzinne,związane,z
Gdynia,",",ognisko,rodzinne,związane,z,ORW,Jarosławiec,i,Oddziałem,Rehabilitacyjnym,Szpitala,w,Tczewie,–,ogółem,4,przypadki,zakażenia,",",w,tym,1,pracownik,medyczny,",",miasto,Słupsk,",",powiat,kartuski,",",ognisko
ORW,Jarosławiec,i,Oddziałem,Rehabilitacyjnym,Szpitala,w,Tczewie,–,ogółem,4,przypadki,zakażenia,",",w,tym,1,pracownik,medyczny,",",miasto,Słupsk,",",powiat,kartuski,",",ognisko,związane,z,Regionalnym,Ośrodkiem,Psychiatrii,Sądowej
",",miasto,Słupsk,",",powiat,kartuski,",",ognisko,związane,z,Regionalnym,Ośrodkiem,Psychiatrii,Sądowej,",",ogółem,7,przypadków,zakażenia,",",powiat,starogardzki,",",ognisko,związane,z,weselem,–,ogółem,25,przypadków,zakażenia,","
Sądowej,",",ogółem,7,przypadków,zakażenia,",",powiat,starogardzki,",",ognisko,związane,z,weselem,–,ogółem,25,przypadków,zakażenia,",",powiat,kartuski,",",powiat,wejherowski,",",ognisko,związane,z,weselem,–,ogółem,5
25,przypadków,zakażenia,",",powiat,kartuski,",",powiat,wejherowski,",",ognisko,związane,z,weselem,–,ogółem,5,przypadków,zakażenia,",",miasto,Słupsk,",",ognisko,związane,z,weselem,–,ogółem,5,przypadków,zakażenia,","
weselem,–,ogółem,5,przypadków,zakażenia,",",miasto,Słupsk,",",ognisko,związane,z,weselem,–,ogółem,5,przypadków,zakażenia,",",powiat,sztumski,",",-,ognisko,związane,z,weselem,-,ogółem,21,przypadków,zakażenia
–,ogółem,5,przypadków,zakażenia,",",powiat,sztumski,",",-,ognisko,związane,z,weselem,-,ogółem,21,przypadków,zakażenia,",",powiat,wejherowski,",",kartuski,",",lęborski,",",bytowski,",",miasto,Sopot,.,Państwowi
powiat,kartuski,.,-,Osoby,z,powiatów,kartuskiego,",",lęborskiego,",",bytowskiego,",",miasta,Sopot,i,1,osoba,z,powiatu,wejherowskiego,związane,są,z,weselem,w,powiecie,kartuskim,-,informuje,Tomasz,Augustyniak,","
powiecie,kartuskim,-,informuje,Tomasz,Augustyniak,",",Pomorski,Państwowy,Wojewódzki,Inspektor,Sanitarny,na,Twitterze,.,-,13,osób,z,Gdańska,to,ognisko,marynarskie,.,Więcej,na,temat,aktywnych,ognisk,zakażeń,na,http,:
temat,aktywnych,ognisk,zakażeń,na,http,:,/,/,wsse,.,gda,.,pl,.,Łącznie,32,osoby,pozostawały,w,kwarantannie,a,3,pod,nadzorem,epidemiologicznym,.,W,ciągu,ostatniej,doby,potwierdzono,9
:,/,/,wsse,.,gda,.,pl,.,Łącznie,32,osoby,pozostawały,w,kwarantannie,a,3,pod,nadzorem,epidemiologicznym,.,W,ciągu,ostatniej,doby,potwierdzono,9,zgonów,w,kraju,związanych,z,epidemią
32,osoby,pozostawały,w,kwarantannie,a,3,pod,nadzorem,epidemiologicznym,.,W,ciągu,ostatniej,doby,potwierdzono,9,zgonów,w,kraju,związanych,z,epidemią,:,-,71,-,letnia,kobieta,w,Puławach,-,79
Krakowie,.,Większość,osób,miała,choroby,współistniejące,.,WTOREK,",",11,SIERPNIA,W,województwie,pomorskim,potwierdzono,30,nowych,przypadków,wirusa,SARS,-,CoV,-,2,:,5,osób,miasto,Gdańsk,-,2,mężczyzn
WTOREK,",",11,SIERPNIA,W,województwie,pomorskim,potwierdzono,30,nowych,przypadków,wirusa,SARS,-,CoV,-,2,:,5,osób,miasto,Gdańsk,-,2,mężczyzn,w,średnim,wieku,",",1,kobieta,i,2
11,SIERPNIA,W,województwie,pomorskim,potwierdzono,30,nowych,przypadków,wirusa,SARS,-,CoV,-,2,:,5,osób,miasto,Gdańsk,-,2,mężczyzn,w,średnim,wieku,",",1,kobieta,i,2,mężczyzn,w
potwierdzono,30,nowych,przypadków,wirusa,SARS,-,CoV,-,2,:,5,osób,miasto,Gdańsk,-,2,mężczyzn,w,średnim,wieku,",",1,kobieta,i,2,mężczyzn,w,młodym,wieku,5,osób,miasto
-,CoV,-,2,:,5,osób,miasto,Gdańsk,-,2,mężczyzn,w,średnim,wieku,",",1,kobieta,i,2,mężczyzn,w,młodym,wieku,5,osób,miasto,Gdynia,-,2,kobiety,i,3
2,:,5,osób,miasto,Gdańsk,-,2,mężczyzn,w,średnim,wieku,",",1,kobieta,i,2,mężczyzn,w,młodym,wieku,5,osób,miasto,Gdynia,-,2,kobiety,i,3,mężczyzn,w,młodym
Gdańsk,-,2,mężczyzn,w,średnim,wieku,",",1,kobieta,i,2,mężczyzn,w,młodym,wieku,5,osób,miasto,Gdynia,-,2,kobiety,i,3,mężczyzn,w,młodym,wieku,5,osób,powiat,pucki
średnim,wieku,",",1,kobieta,i,2,mężczyzn,w,młodym,wieku,5,osób,miasto,Gdynia,-,2,kobiety,i,3,mężczyzn,w,młodym,wieku,5,osób,powiat,pucki,-,1,kobieta,i,1
1,kobieta,i,2,mężczyzn,w,młodym,wieku,5,osób,miasto,Gdynia,-,2,kobiety,i,3,mężczyzn,w,młodym,wieku,5,osób,powiat,pucki,-,1,kobieta,i,1,mężczyzna,w,średnim
w,młodym,wieku,5,osób,miasto,Gdynia,-,2,kobiety,i,3,mężczyzn,w,młodym,wieku,5,osób,powiat,pucki,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w
miasto,Gdynia,-,2,kobiety,i,3,mężczyzn,w,młodym,wieku,5,osób,powiat,pucki,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,młodym,wieku,",",1,dziewczynka
2,kobiety,i,3,mężczyzn,w,młodym,wieku,5,osób,powiat,pucki,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,młodym,wieku,",",1,dziewczynka,i,1,chłopiec
młodym,wieku,5,osób,powiat,pucki,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,młodym,wieku,",",1,dziewczynka,i,1,chłopiec,5,osób,powiat,starogardzki,-,2
-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,młodym,wieku,",",1,dziewczynka,i,1,chłopiec,5,osób,powiat,starogardzki,-,2,kobiety,i,2,mężczyzn,w,średnim
i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,młodym,wieku,",",1,dziewczynka,i,1,chłopiec,5,osób,powiat,starogardzki,-,2,kobiety,i,2,mężczyzn,w,średnim,wieku,oraz,chłopiec
mężczyzna,w,średnim,wieku,",",1,kobieta,w,młodym,wieku,",",1,dziewczynka,i,1,chłopiec,5,osób,powiat,starogardzki,-,2,kobiety,i,2,mężczyzn,w,średnim,wieku,oraz,chłopiec,3,osoby
1,kobieta,w,młodym,wieku,",",1,dziewczynka,i,1,chłopiec,5,osób,powiat,starogardzki,-,2,kobiety,i,2,mężczyzn,w,średnim,wieku,oraz,chłopiec,3,osoby,powiat,wejherowski,-,1,kobieta
młodym,wieku,",",1,dziewczynka,i,1,chłopiec,5,osób,powiat,starogardzki,-,2,kobiety,i,2,mężczyzn,w,średnim,wieku,oraz,chłopiec,3,osoby,powiat,wejherowski,-,1,kobieta,i,1,mężczyzna
chłopiec,5,osób,powiat,starogardzki,-,2,kobiety,i,2,mężczyzn,w,średnim,wieku,oraz,chłopiec,3,osoby,powiat,wejherowski,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,mężczyzna,w
-,2,kobiety,i,2,mężczyzn,w,średnim,wieku,oraz,chłopiec,3,osoby,powiat,wejherowski,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,mężczyzna,w,młodym,wieku,2,osoby,powiat
i,2,mężczyzn,w,średnim,wieku,oraz,chłopiec,3,osoby,powiat,wejherowski,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,mężczyzna,w,młodym,wieku,2,osoby,powiat,kartuski,-,1
oraz,chłopiec,3,osoby,powiat,wejherowski,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,mężczyzna,w,młodym,wieku,2,osoby,powiat,kartuski,-,1,kobieta,i,mężczyzna,w,średnim,wieku
wejherowski,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,mężczyzna,w,młodym,wieku,2,osoby,powiat,kartuski,-,1,kobieta,i,mężczyzna,w,średnim,wieku,2,osoby,powiat,tczewski,-
1,mężczyzna,w,średnim,wieku,",",1,mężczyzna,w,młodym,wieku,2,osoby,powiat,kartuski,-,1,kobieta,i,mężczyzna,w,średnim,wieku,2,osoby,powiat,tczewski,-,1,kobieta,w,starszym,wieku
mężczyzna,w,młodym,wieku,2,osoby,powiat,kartuski,-,1,kobieta,i,mężczyzna,w,średnim,wieku,2,osoby,powiat,tczewski,-,1,kobieta,w,starszym,wieku,i,1,kobieta,w,średnim,wieku,1
osoby,powiat,kartuski,-,1,kobieta,i,mężczyzna,w,średnim,wieku,2,osoby,powiat,tczewski,-,1,kobieta,w,starszym,wieku,i,1,kobieta,w,średnim,wieku,1,osoba,miasto,Słupsk,-,1
i,mężczyzna,w,średnim,wieku,2,osoby,powiat,tczewski,-,1,kobieta,w,starszym,wieku,i,1,kobieta,w,średnim,wieku,1,osoba,miasto,Słupsk,-,1,młody,mężczyzna,1,osoba,powiat,sztumski
2,osoby,powiat,tczewski,-,1,kobieta,w,starszym,wieku,i,1,kobieta,w,średnim,wieku,1,osoba,miasto,Słupsk,-,1,młody,mężczyzna,1,osoba,powiat,sztumski,-,1,dziewczynka,1,osoba
1,kobieta,w,starszym,wieku,i,1,kobieta,w,średnim,wieku,1,osoba,miasto,Słupsk,-,1,młody,mężczyzna,1,osoba,powiat,sztumski,-,1,dziewczynka,1,osoba,powiat,malborski,-,1,nastolatka
starszym,wieku,i,1,kobieta,w,średnim,wieku,1,osoba,miasto,Słupsk,-,1,młody,mężczyzna,1,osoba,powiat,sztumski,-,1,dziewczynka,1,osoba,powiat,malborski,-,1,nastolatka,Stan,zdrowia,osób
w,średnim,wieku,1,osoba,miasto,Słupsk,-,1,młody,mężczyzna,1,osoba,powiat,sztumski,-,1,dziewczynka,1,osoba,powiat,malborski,-,1,nastolatka,Stan,zdrowia,osób,",",u,których,potwierdzono,obecność
wieku,1,osoba,miasto,Słupsk,-,1,młody,mężczyzna,1,osoba,powiat,sztumski,-,1,dziewczynka,1,osoba,powiat,malborski,-,1,nastolatka,Stan,zdrowia,osób,",",u,których,potwierdzono,obecność,wirusa,Sars
-,1,młody,mężczyzna,1,osoba,powiat,sztumski,-,1,dziewczynka,1,osoba,powiat,malborski,-,1,nastolatka,Stan,zdrowia,osób,",",u,których,potwierdzono,obecność,wirusa,Sars,-,CoV,-,2,jest
Gdańsku,",",kobiety,w,starszym,wieku,z,powiatu,kartuskiego,",",cierpiącej,na,choroby,współistniejące,.,To,40,zgon,w,związku,z,COVID,w,województwie,pomorskim,-,informuje,Tomasz,Augustyniak,",",Pomorski,Państwowy,Wojewódzki
Państwowy,Wojewódzki,Inspektor,Sanitarny,na,Twitterze,",",który,dodaje,:,-,Osoby,z,powiatu,puckiego,oraz,2,z,wejherowskiego,zaliczane,są,do,ogniska,w,szpitalu,w,Wejherowie,",",2,osoby,z,Gdyni,do
z,powiatu,puckiego,oraz,2,z,wejherowskiego,zaliczane,są,do,ogniska,w,szpitalu,w,Wejherowie,",",2,osoby,z,Gdyni,do,ogniska,weselnego,poza,województwem,",",4,osoby,z,powiatu,starogardzkiego,do,ogniska
ogniska,w,szpitalu,w,Wejherowie,",",2,osoby,z,Gdyni,do,ogniska,weselnego,poza,województwem,",",4,osoby,z,powiatu,starogardzkiego,do,ogniska,pracy,ochrony,.,Łącznie,17,osób,z,kwarantanny,a,3
ogniska,weselnego,poza,województwem,",",4,osoby,z,powiatu,starogardzkiego,do,ogniska,pracy,ochrony,.,Łącznie,17,osób,z,kwarantanny,a,3,z,nadzoru,epidemicznego,.,W,Gdańsku,liczba,osób,z,potwierdzonym,zakażeniem
4,osoby,z,powiatu,starogardzkiego,do,ogniska,pracy,ochrony,.,Łącznie,17,osób,z,kwarantanny,a,3,z,nadzoru,epidemicznego,.,W,Gdańsku,liczba,osób,z,potwierdzonym,zakażeniem,covid,-,19,(,od
kwarantanny,a,3,z,nadzoru,epidemicznego,.,W,Gdańsku,liczba,osób,z,potwierdzonym,zakażeniem,covid,-,19,(,od,początku,epidemii,),wynosi,401,",",na,Pomorzu,-,1,238,(,w,tym
W,Gdańsku,liczba,osób,z,potwierdzonym,zakażeniem,covid,-,19,(,od,początku,epidemii,),wynosi,401,",",na,Pomorzu,-,1,238,(,w,tym,40,zgonów,),.,Z,podziałem,na
potwierdzonym,zakażeniem,covid,-,19,(,od,początku,epidemii,),wynosi,401,",",na,Pomorzu,-,1,238,(,w,tym,40,zgonów,),.,Z,podziałem,na,miasta,i,powiaty,:,Gdańsk
(,od,początku,epidemii,),wynosi,401,",",na,Pomorzu,-,1,238,(,w,tym,40,zgonów,),.,Z,podziałem,na,miasta,i,powiaty,:,Gdańsk,-,401,powiat,gdański,-
(,w,tym,40,zgonów,),.,Z,podziałem,na,miasta,i,powiaty,:,Gdańsk,-,401,powiat,gdański,-,47,Gdynia,-,106,Sopot,-,18,Słupsk,-,42,powiat,bytowski,-
zgonów,),.,Z,podziałem,na,miasta,i,powiaty,:,Gdańsk,-,401,powiat,gdański,-,47,Gdynia,-,106,Sopot,-,18,Słupsk,-,42,powiat,bytowski,-,18,powiat,chojnicki,-
Z,podziałem,na,miasta,i,powiaty,:,Gdańsk,-,401,powiat,gdański,-,47,Gdynia,-,106,Sopot,-,18,Słupsk,-,42,powiat,bytowski,-,18,powiat,chojnicki,-,7,powiat,człuchowski
miasta,i,powiaty,:,Gdańsk,-,401,powiat,gdański,-,47,Gdynia,-,106,Sopot,-,18,Słupsk,-,42,powiat,bytowski,-,18,powiat,chojnicki,-,7,powiat,człuchowski,-,3,powiat
:,Gdańsk,-,401,powiat,gdański,-,47,Gdynia,-,106,Sopot,-,18,Słupsk,-,42,powiat,bytowski,-,18,powiat,chojnicki,-,7,powiat,człuchowski,-,3,powiat,kartuski,-,75
powiat,gdański,-,47,Gdynia,-,106,Sopot,-,18,Słupsk,-,42,powiat,bytowski,-,18,powiat,chojnicki,-,7,powiat,człuchowski,-,3,powiat,kartuski,-,75,powiat,kościerski,-,15
Gdynia,-,106,Sopot,-,18,Słupsk,-,42,powiat,bytowski,-,18,powiat,chojnicki,-,7,powiat,człuchowski,-,3,powiat,kartuski,-,75,powiat,kościerski,-,15,powiat,kwidzyński,-,10
-,18,Słupsk,-,42,powiat,bytowski,-,18,powiat,chojnicki,-,7,powiat,człuchowski,-,3,powiat,kartuski,-,75,powiat,kościerski,-,15,powiat,kwidzyński,-,10,powiat,lęborski,-,6
42,powiat,bytowski,-,18,powiat,chojnicki,-,7,powiat,człuchowski,-,3,powiat,kartuski,-,75,powiat,kościerski,-,15,powiat,kwidzyński,-,10,powiat,lęborski,-,6,powiat,malborski,-,72
18,powiat,chojnicki,-,7,powiat,człuchowski,-,3,powiat,kartuski,-,75,powiat,kościerski,-,15,powiat,kwidzyński,-,10,powiat,lęborski,-,6,powiat,malborski,-,72,powiat,nowodworski,-,7
7,powiat,człuchowski,-,3,powiat,kartuski,-,75,powiat,kościerski,-,15,powiat,kwidzyński,-,10,powiat,lęborski,-,6,powiat,malborski,-,72,powiat,nowodworski,-,7,powiat,tczewski,-,43
3,powiat,kartuski,-,75,powiat,kościerski,-,15,powiat,kwidzyński,-,10,powiat,lęborski,-,6,powiat,malborski,-,72,powiat,nowodworski,-,7,powiat,tczewski,-,43,powiat,pucki,-,82
75,powiat,kościerski,-,15,powiat,kwidzyński,-,10,powiat,lęborski,-,6,powiat,malborski,-,72,powiat,nowodworski,-,7,powiat,tczewski,-,43,powiat,pucki,-,82,powiat,słupski,-,47
15,powiat,kwidzyński,-,10,powiat,lęborski,-,6,powiat,malborski,-,72,powiat,nowodworski,-,7,powiat,tczewski,-,43,powiat,pucki,-,82,powiat,słupski,-,47,powiat,starogardzki,-,29
10,powiat,lęborski,-,6,powiat,malborski,-,72,powiat,nowodworski,-,7,powiat,tczewski,-,43,powiat,pucki,-,82,powiat,słupski,-,47,powiat,starogardzki,-,29,powiat,sztumski,-,21
6,powiat,malborski,-,72,powiat,nowodworski,-,7,powiat,tczewski,-,43,powiat,pucki,-,82,powiat,słupski,-,47,powiat,starogardzki,-,29,powiat,sztumski,-,21,powiat,wejherowski,-,191
72,powiat,nowodworski,-,7,powiat,tczewski,-,43,powiat,pucki,-,82,powiat,słupski,-,47,powiat,starogardzki,-,29,powiat,sztumski,-,21,powiat,wejherowski,-,191,Pomorski,Państwowy,Wojewódzki,Inspektor
7,powiat,tczewski,-,43,powiat,pucki,-,82,powiat,słupski,-,47,powiat,starogardzki,-,29,powiat,sztumski,-,21,powiat,wejherowski,-,191,Pomorski,Państwowy,Wojewódzki,Inspektor,Sanitarny,informuje,o,sytuacji
43,powiat,pucki,-,82,powiat,słupski,-,47,powiat,starogardzki,-,29,powiat,sztumski,-,21,powiat,wejherowski,-,191,Pomorski,Państwowy,Wojewódzki,Inspektor,Sanitarny,informuje,o,sytuacji,w,ogniskach,zakażenia,wirusem
82,powiat,słupski,-,47,powiat,starogardzki,-,29,powiat,sztumski,-,21,powiat,wejherowski,-,191,Pomorski,Państwowy,Wojewódzki,Inspektor,Sanitarny,informuje,o,sytuacji,w,ogniskach,zakażenia,wirusem,Sars,-,CoV,-
